s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
2.1974434,2.2222350,0.3750441,2.7271270,0.3586189,1.0200350
2.2473852,2.2719641,0.3796345,2.7191089,0.3580157,1.0240338
2.2973271,2.3217132,0.3840629,2.6983258,0.3574126,1.0280325
2.3472690,2.3714865,0.3882913,2.6650338,0.3568094,1.0320313
2.3972109,2.4212881,0.3922817,2.6293595,0.3562063,1.0360300
2.4471528,2.4711185,0.3959958,2.5943007,0.3556031,1.0400288
2.4970947,2.5209680,0.3993951,2.5598901,0.3550000,1.0440275
2.5470366,2.5708456,0.4024430,2.5261553,0.3561022,1.0430226
2.5969785,2.6207447,0.4051019,2.4931233,0.3572044,1.0420177
2.6469204,2.6706591,0.4073340,2.4608268,0.3583066,1.0410127
2.6968623,2.7205822,0.4091017,2.4292972,0.3594087,1.0400078
2.7468042,2.7705076,0.4103673,2.3985648,0.3605109,1.0390028
2.7967461,2.8204289,0.4110931,2.3686592,0.3616131,1.0379979
2.8466880,2.8703396,0.4112415,2.3395915,0.3627153,1.0369930
2.8966299,2.9202334,0.4107748,2.3113572,0.3638175,1.0359880
2.9465718,2.9701590,0.4096536,2.2839523,0.3649197,1.0349831
2.9965137,3.0201019,0.4078398,2.2573739,0.3660219,1.0339781
3.0464556,3.0699982,0.4052987,2.2316201,0.3744374,1.0249844
3.0963975,3.1198347,0.4019954,2.2067083,0.3828530,1.0159907
3.1463393,3.1695981,0.3978946,2.1826721,0.3912685,1.0069970
3.1962812,3.2192755,0.3929613,2.1595451,0.3996840,0.9980033
3.2462231,3.2688534,0.3871603,2.1373600,0.4080996,0.9890096
3.2961650,3.3183188,0.3804565,2.1161475,0.4165151,0.9800159
3.3461069,3.3676585,0.3728147,2.0956990,0.4249307,0.9710222
3.3960488,3.4168594,0.3641998,2.0756970,0.4333462,0.9620285
3.4459907,3.4664199,0.3544732,2.0558205,0.4417617,0.9530349
3.4959326,3.5158339,0.3436949,2.0358653,0.4501773,0.9440412
3.5458745,3.5649419,0.3318807,2.0157275,0.4651733,0.9285963
3.5958164,3.6136641,0.3190318,1.9956464,0.4801693,0.9131514
3.6457583,3.6619210,0.3051492,1.9761156,0.4951652,0.8977065
3.6957002,3.7096331,0.2902340,1.9578614,0.5101612,0.8822616
3.7456421,3.7567207,0.2742872,1.9419728,0.5251572,0.8668167
3.7955840,3.8031043,0.2573100,1.9292648,0.5401532,0.8513718
3.8455259,3.8487043,0.2393034,1.9199813,0.5551492,0.8359269
3.8954678,3.8939788,0.2200317,1.9121564,0.5701451,0.8204820
3.9454097,3.9394364,0.1992073,1.9035855,0.5851411,0.8050371
3.9953516,3.9840657,0.1773149,1.8915749,0.6001371,0.7895922
