s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
9.0726943,1.4632805,-2.1280738,2.3229949,0.2000000,1.3095224
9.1225443,1.4143644,-2.1160147,2.2901615,0.2060750,1.3014452
9.1723942,1.3662364,-2.1035888,2.2562151,0.2156215,1.2911535
9.2222442,1.3184947,-2.0906836,2.2217072,0.2251679,1.2808618
9.2720942,1.2708169,-2.0771684,2.1871772,0.2347144,1.2705701
9.3219441,1.2232280,-2.0630003,2.1531111,0.2442608,1.2602784
9.3717941,1.1757530,-2.0481360,2.1194386,0.2538073,1.2499867
9.4216441,1.1284170,-2.0325324,2.0860710,0.2633537,1.2396950
9.4714940,1.0812450,-2.0161464,2.0528971,0.2729002,1.2294033
9.5213440,1.0342620,-1.9989349,2.0197790,0.2824466,1.2191116
9.5711940,0.9874931,-1.9808547,1.9866758,0.2919931,1.2088199
9.6210439,0.9409632,-1.9618627,1.9538328,0.3015396,1.1985282
9.6708939,0.8950814,-1.9420858,1.9215277,0.3132659,1.1827786
9.7207439,0.8503583,-1.9217226,1.8900742,0.3252103,1.1664832
9.7705938,0.8059749,-1.9003453,1.8598255,0.3371546,1.1501878
9.8204438,0.7619876,-1.8778910,1.8310473,0.3490990,1.1338924
9.8702938,0.7184525,-1.8542969,1.8037226,0.3610434,1.1175970
9.9201438,0.6754257,-1.8295001,1.7777943,0.3729877,1.1013016
9.9699937,0.6329636,-1.8034379,1.7531439,0.3849321,1.0850062
10.0198437,0.5911223,-1.7760474,1.7295632,0.3968765,1.0687108
10.0696937,0.5499580,-1.7472658,1.7067199,0.4088208,1.0524155
10.1195436,0.5095269,-1.7170303,1.6843271,0.4207652,1.0361201
10.1693936,0.4698853,-1.6852780,1.6618515,0.4341105,1.0181546
10.2192436,0.4319309,-1.6526955,1.6387963,0.4537598,0.9926738
10.2690935,0.3953716,-1.6190586,1.6148421,0.4734091,0.9671930
10.3189435,0.3598653,-1.5840083,1.5899496,0.4930584,0.9417122
10.3687935,0.3255622,-1.5475940,1.5642105,0.5127077,0.9162314
10.4186434,0.2926122,-1.5098650,1.5380853,0.5323571,0.8907506
10.4684934,0.2611655,-1.4708708,1.5121779,0.5520064,0.8652698
10.5183434,0.2313721,-1.4306608,1.4872226,0.5716557,0.8397890
10.5681933,0.2033821,-1.3892845,1.4641961,0.5913050,0.8143082
