s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
14.7927501,15.0226324,10.5470754,1.9521322,0.7095107,0.2904893
14.8427256,15.0681636,10.5675633,1.9806144,0.7183956,0.2816044
14.8927011,15.1132560,10.5888693,2.0102345,0.7272805,0.2727195
14.9426766,15.1579195,10.6109265,2.0409574,0.7361653,0.2638347
14.9926521,15.2021638,10.6336680,2.0727358,0.7450502,0.2549498
15.0426276,15.2460182,10.6570376,2.1052625,0.7539351,0.2460649
15.0926031,15.2900100,10.6812649,2.1382658,0.7594714,0.2405286
15.1425787,15.3336125,10.7060287,2.1715056,0.7638281,0.2361719
15.1925542,15.3768453,10.7312992,2.2047699,0.7681849,0.2318151
15.2425297,15.4197286,10.7570467,2.2378802,0.7725416,0.2274584
15.2925052,15.4622821,10.7832415,2.2709384,0.7768983,0.2231017
15.3424807,15.5045257,10.8098538,2.3040290,0.7812551,0.2187449
15.3924562,15.5464795,10.8368538,2.3372205,0.7856118,0.2143882
15.4424317,15.5881632,10.8642119,2.3705673,0.7899685,0.2100315
15.4924072,15.6295968,10.8918982,2.4041105,0.7943253,0.2056747
15.5423827,15.6708002,10.9198831,2.4375645,0.7986820,0.2013180
15.5923582,15.7119896,10.9482803,2.4706308,0.8000000,0.2000000
15.6423337,15.7529724,10.9769561,2.5030124,0.8000000,0.2000000
15.6923092,15.7937384,11.0059084,2.5344154,0.8000000,0.2000000
15.7422847,15.8342850,11.0351403,2.5645501,0.8000000,0.2000000
15.7922602,15.8746096,11.0646550,2.5934480,0.8000000,0.2000000
15.8422357,15.9147096,11.0944556,2.6211493,0.8000000,0.2000000
15.8922113,15.9545823,11.1245451,2.6476914,0.8000000,0.2000000
15.9421868,15.9942253,11.1549267,2.6731091,0.8000000,0.2000000
15.9921623,16.0336358,11.1856034,2.6974348,0.8000000,0.2000000
16.0421378,16.0728112,11.2165784,2.7206497,0.8000000,0.2000000
16.0921133,16.1117733,11.2478752,2.7427264,0.7963357,0.2036643
16.1420888,16.1504909,11.2794788,2.7636314,0.7907452,0.2092548
16.1920643,16.1889542,11.3113917,2.7833254,0.7851548,0.2148452
16.2420398,16.2271547,11.3436178,2.8017630,0.7795643,0.2204357
16.2920153,16.2650842,11.3761609,2.8189414,0.7739738,0.2260262
16.3419908,16.3027343,11.4090247,2.8348586,0.7683834,0.2316166
16.3919663,16.3400966,11.4422131,2.8462607,0.7627929,0.2372071
16.4419418,16.3771628,11.4757299,2.8507976,0.7572025,0.2427975
16.4919173,16.4139245,11.5095789,2.8487289,0.7516120,0.2483880
16.5418928,16.4503733,11.5437638,2.8403159,0.7460216,0.2539784
16.5918684,16.4865377,11.5783240,2.8258223,0.7376466,0.2623534
16.6418439,16.5223716,11.6132279,2.8087638,0.7275170,0.2724830
16.6918194,16.5578607,11.6484732,2.7917533,0.7173873,0.2826127
16.7417949,16.5929932,11.6840601,2.7747953,0.7072577,0.2927423
16.7917704,16.6277577,11.7199890,2.7578943,0.6971281,0.3028719
16.8417459,16.6621424,11.7562601,2.7410546,0.6869985,0.3130015
16.8917214,16.6961359,11.7928737,2.7242801,0.6768689,0.3231311
16.9416969,16.7297265,11.8298301,2.7075740,0.6667393,0.3332607
16.9916724,16.7629025,11.8671296,2.6909314,0.6566096,0.3433904
17.0416479,16.7956525,11.9047725,2.6743476,0.6464800,0.3535200
17.0916234,16.8281251,11.9429495,2.6578191,0.6345269,0.3654731
17.1415989,16.8601548,11.9814867,2.6413441,0.6212062,0.3787938
17.1915744,16.8917161,12.0203674,2.6249218,0.6078854,0.3921146
17.2415499,16.9227958,12.0595895,2.6085612,0.5945647,0.4054353
17.2915255,16.9533809,12.0991510,2.5922718,0.5812439,0.4187561
17.3415010,16.9834582,12.1390499,2.5760626,0.5679231,0.4320769
17.3914765,17.0130147,12.1792841,2.5599423,0.5546024,0.4453976
17.4414520,17.0420373,12.2198516,2.5439191,0.5412816,0.4587184
17.4914275,17.0705130,12.2607503,2.5280052,0.5279609,0.4720391
17.5414030,17.0984285,12.3019782,2.5122140,0.5146401,0.4853599
17.5913785,17.1260071,12.3438975,2.4965597,0.5010063,0.4989937
17.6413540,17.1529933,12.3861547,2.4810576,0.4870943,0.5129057
17.6913295,17.1793679,12.4287390,2.4657241,0.4731822,0.5268178
17.7413050,17.2051168,12.4716476,2.4505719,0.4592702,0.5407298
17.7912805,17.2302258,12.5148775,2.4356132,0.4453581,0.5546419
17.8412560,17.2546810,12.5584259,2.4208592,0.4314461,0.5685539
17.8912315,17.2784682,12.6022898,2.4063200,0.4175340,0.5824660
17.9412070,17.3015732,12.6464663,2.3920092,0.4036220,0.5963780
17.9911826,17.3239821,12.6909525,2.3779771,0.3897099,0.6102901
18.0411581,17.3456998,12.7357858,2.3642849,0.3757979,0.6242021
18.0911336,17.3668285,12.7812247,2.3510066,0.3627984,0.6372016
18.1411091,17.3872040,12.8269659,2.3382328,0.3507586,0.6492414
18.1910846,17.4068086,12.8730033,2.3260708,0.3387189,0.6612811
18.2410601,17.4256248,12.9193311,2.3146176,0.3266791,0.6733209
18.2910356,17.4436352,12.9659433,2.3039979,0.3146394,0.6853606
18.3410111,17.4608221,13.0128341,2.2943857,0.3025996,0.6974004
18.3909866,17.4771682,13.0599975,2.2860700,0.2905599,0.7094401
18.4409621,17.4926559,13.1074277,2.2794354,0.2785201,0.7214799
18.4909376,17.5072676,13.1551186,2.2743291,0.2664804,0.7335196
18.5409131,17.5209729,13.2030173,2.2707755,0.2544406,0.7455594
18.5908886,17.5337514,13.2510710,2.2686280,0.2456447,0.7543553
18.6408641,17.5456301,13.2993740,2.2675973,0.2408884,0.7591116
18.6908397,17.5566092,13.3479260,2.2672737,0.2361321,0.7638679
18.7408152,17.5666889,13.3967268,2.2677553,0.2313758,0.7686242
18.7907907,17.5758691,13.4457762,2.2689219,0.2266194,0.7733806
18.8407662,17.5841500,13.4950741,2.2707602,0.2218631,0.7781369
18.8907417,17.5915316,13.5446201,2.2732660,0.2171068,0.7828932
18.9407172,17.5980141,13.5944142,2.2764365,0.2123505,0.7876495
18.9906927,17.6035976,13.6444561,2.2808207,0.2075941,0.7924059
19.0406682,17.6082393,13.6942262,2.2871720,0.2028378,0.7971622
19.0906437,17.6119897,13.7437332,2.2960089,0.2035442,0.7964558
19.1406192,17.6149376,13.7934287,2.3077116,0.2123310,0.7876690
19.1905947,17.6171231,13.8432799,2.3225667,0.2211177,0.7788823
